,transform,mean,se,group
T3,none,70.2887773725,6.646588794358598,a
T4,none,62.217700730000004,3.624850033575694,ab
T5,none,78.9791058375,0.45256669786901466,ac
T6,none,74.48053528000001,9.1908934068099,abcd
T7,none,97.06149635,7.332539986994785,d
T8,none,57.1934306575,7.970384411110349,abd
