,transform,mean,se,group
T1,none,22.215975,0.48301866660789267,b
T2,none,26.805925,1.41601185045359,a
T3,none,8.07745,1.006937452956571,d
T4,none,10.961974999999999,0.29035805302821094,c
T5,none,7.1224,0.6872217885564068,d
T6,none,7.878475,0.7509083492399943,d
T7,none,8.877575,0.5022369881755689,d
T8,none,9.1464,0.6938815256703891,cd
