,T3,T4,T5,T6,T7,T8
T3,1.0,0.9999973909577674,0.999959976621915,0.9973584755675505,0.013750786528221037,0.994362016807403
T4,0.9999973909577674,1.0,0.9999994482922819,0.9993081494359402,0.0109386923981456,0.9867074323655771
T5,0.999959976621915,0.9999994482922819,1.0,0.9998143674992125,0.009245423888122106,0.9776096346289722
T6,0.9973584755675505,0.9993081494359402,0.9998143674992125,1.0,0.00535826524928229,0.9207237405487636
T7,0.013750786528221037,0.0109386923981456,0.009245423888122106,0.00535826524928229,1.0,0.040474832523358484
T8,0.994362016807403,0.9867074323655771,0.9776096346289722,0.9207237405487636,0.040474832523358484,1.0
