,transform,mean,se,group
T1,none,0.836175,0.045303336429745066,a
T2,none,0.8509,0.03109737395129479,a
T3,none,0.557475,0.03967109306535429,bc
T4,none,0.5657,0.01612839111628931,c
T5,none,0.5322,0.027675530708551915,c
T6,none,0.549175,0.04011642172062044,bc
T7,none,0.6742,0.03988301643557068,b
T8,none,0.5889,0.02107012102480667,bc
