,T3,T4,T5,T6,T7,T8
T3,1.0,0.9241504782000972,0.4842727564309936,0.6779125319331168,0.15906014496942034,0.4917207179938855
T4,0.9241504782000972,1.0,0.04026178682830398,0.3867996218093417,0.01961562021410308,0.028484723991539992
T5,0.4842727564309936,0.04026178682830398,1.0,0.7358172414247892,0.1666802952986345,0.9604756489785546
T6,0.6779125319331168,0.3867996218093417,0.7358172414247892,1.0,0.18245933575693182,0.7522243277012514
T7,0.15906014496942034,0.01961562021410308,0.1666802952986345,0.18245933575693182,1.0,0.150738659440138
T8,0.4917207179938855,0.028484723991539992,0.9604756489785546,0.7522243277012514,0.150738659440138,1.0
