,transform,mean,se,group
T1,log1p,364.56575000000004,36.13578163993643,a
T2,log1p,73.065,19.67373455905106,b
T3,log1p,356.4875,32.417172500337934,ac
T4,log1p,75.85525,8.258035030350744,bd
T5,log1p,370.72950000000003,30.773868030901372,ace
T6,log1p,316.543,12.444356050033278,ace
T7,log1p,65.05,1.9659603251337492,bdg
T8,log1p,69.66525,2.5890794816884233,bdg
