Soil,Biochar,PFPN_mean,PFPN_sem,Agronomic_NUE_mean,Agronomic_NUE_sem,Recovery_rate_N_mean,Recovery_rate_N_sem,Recovery_rate_P_mean,Recovery_rate_P_sem,Recovery_rate_K_mean,Recovery_rate_K_sem,Physiological_Efficiency_mean,Physiological_Efficiency_sem
Alluvial_soil,Leucaena,97.25,2.2444375687463465,66.775,2.3396491902277448,57.1934306575,7.970384411110349,0.4853625,0.06406463980166177,49.553819445,2.8805323784337062,59.1299749225,7.278893521086745
Alluvial_soil,NO,92.25,2.036950334855189,61.75,2.406328461924238,62.217700730000004,3.624850033575694,0.4082,0.03874583310929491,40.93267361,0.8576653855518863,72.9805290125,4.202458761449162
Alluvial_soil,Rice_husk,133.725,9.946219968745245,103.2375,9.56191174661218,97.06149635,7.332539986994785,0.884525,0.14124740189350973,60.91357639,6.268750799964229,77.417915695,3.4624166785690718
Red_soil,Leucaena,80.175,4.925676772451342,64.375,5.3621551948198345,74.48053528000001,9.1908934068099,0.367125,0.07172586847388698,47.1658680575,6.625125920570123,61.29745007333333,3.718255559154997
Red_soil,NO,73.25,3.386369737639408,57.45,3.015722688400466,70.2887773725,6.646588794358598,0.42146249999999996,0.101714732575555,41.929895832499994,10.007935754494834,61.230664635,6.877345860920285
Red_soil,Rice_husk,81.375,3.4223225544455413,65.575,4.019820684226266,78.9791058375,0.45256669786901466,0.3984875,0.05716952996352165,49.7794444425,3.282788797768664,60.6465803125,3.9378461155144007
