,T3,T4,T5,T6,T7,T8
T3,1.0,0.3273936136003858,0.2398745034114818,0.7187834692555897,0.035329119965855894,0.25384318708784875
T4,0.3273936136003858,1.0,0.0037373095541720974,0.22245930342325054,0.005322142371998034,0.5869440327965357
T5,0.2398745034114818,0.0037373095541720974,1.0,0.5848210336544891,0.049028674504324965,0.03423447165076021
T6,0.7187834692555897,0.22245930342325054,0.5848210336544891,1.0,0.10898110242748334,0.21466002187703503
T7,0.035329119965855894,0.005322142371998034,0.049028674504324965,0.10898110242748334,1.0,0.010316024105160828
T8,0.25384318708784875,0.5869440327965357,0.03423447165076021,0.21466002187703503,0.010316024105160828,1.0
