,T3,T4,T5,T6,T7,T8
T3,1.0,0.6079361906942415,0.9999994513833862,0.9999999999926743,0.28421200854501194,0.9996872293794006
T4,0.6079361906942415,1.0,0.5603399616215208,0.6834630711105969,0.9891988012846887,0.44096303351840316
T5,0.9999994513833862,0.5603399616215208,1.0,0.9999993589862647,0.2517400294474593,0.999936915266629
T6,0.9999999999926743,0.6834630711105969,0.9999993589862647,1.0,0.36387441545105614,0.9997499461182421
T7,0.28421200854501194,0.9891988012846887,0.2517400294474593,0.36387441545105614,1.0,0.1803828915875959
T8,0.9996872293794006,0.44096303351840316,0.999936915266629,0.9997499461182421,0.1803828915875959,1.0
