,transform,mean,se,group
T1,log1p,0.0067,0.005400308633155454,a
T2,log1p,0.0026249999999999997,0.0023037559911298477,a
T3,log1p,0.0036999999999999997,0.0019157244060668014,a
T4,log1p,0.0015,0.0013699148392023013,a
T5,log1p,0.00255,0.001254657987926059,a
T6,log1p,0.0019500000000000001,0.00139074320658656,a
T7,log1p,0.000925,0.0008596268570335232,a
T8,log1p,0.0009,0.0009,a
