,transform,mean,se,group
T1,none,67.0855260275,2.9447353716491764,a
T2,none,76.7652741925,2.896566077293485,ab
T3,none,113.34755774749999,20.169659928205977,abc
T4,none,94.2087680875,4.2692852238129815,cd
T5,none,122.6054035975,12.561391288283415,cde
T6,none,137.93631860000002,15.745181719581149,ce
T7,none,79.008848695,8.736225528468687,abcdg
T8,none,80.92062975249999,10.511478796907937,abcdg
