,transform,mean,se,group
T1,none,16.103,0.6568151274648497,a
T2,none,12.75095,0.5254332252214994,b
T3,none,17.644375,0.8222168766765047,ac
T4,none,15.900775,0.17933499553907462,acd
T5,none,20.803175,0.35180127528430977,e
T6,none,21.571725,1.1445642870942936,e
T7,none,15.4962,0.6389776613205403,abcdg
T8,none,17.372075,0.32443892690561377,acdg
