,transform,mean,se,group
T1,none,10.525,0.4130677910464575,c
T2,none,12.675,0.16520189667999174,b
T3,none,15.5,1.2523311596112805,ab
T4,none,13.45,0.5204164998665334,ab
T5,none,15.425,0.7004462863060948,a
T6,none,15.166666666666666,0.7688375063113866,a
T7,none,12.9,0.40207793606049375,b
T8,none,12.075,1.2873584064535666,abc
