,transform,mean,se,group
T1,log1p,1.58,0.11839200423452029,i
T2,log1p,3.05,0.2261636575579729,j
T3,log1p,7.325,0.33863697376394103,c
T4,log1p,9.225,0.20369503348551904,d
T5,log1p,8.1375,0.3422322554445543,ce
T6,log1p,8.0175,0.4925676772451346,cde
T7,log1p,13.3725,0.9946219968745244,k
T8,log1p,9.725,0.22444375687463444,d
