,transform,mean,se,group
T1,none,65.85,2.613586297280678,c
T2,none,79.1,0.99582461641931,b
T3,none,96.75,7.909962073233982,ab
T4,none,84.1,3.308322837934654,ab
T5,none,96.5,4.315669125408016,a
T6,none,94.53333333333335,4.7893400148431455,a
T7,none,80.5,2.493324420661436,b
T8,none,75.475,8.054851022830901,abc
