,transform,mean,se,group
T3,none,41.929895832499994,10.007935754494834,ab
T4,none,40.93267361,0.8576653855518863,b
T5,none,49.7794444425,3.282788797768664,a
T6,none,47.1658680575,6.625125920570123,ab
T7,none,60.91357639,6.268750799964229,a
T8,none,49.553819445,2.8805323784337062,a
