,transform,mean,se,group
T1,none,16.103,0.6568151274648497,bc
T2,none,12.75095,0.5254332252214994,d
T3,none,17.644375,0.8222168766765047,bc
T4,none,15.900775,0.17933499553907462,c
T5,none,20.803175,0.35180127528430977,a
T6,none,21.571725,1.1445642870942936,a
T7,none,15.4962,0.6389776613205403,c
T8,none,17.372075,0.32443892690561377,b
