,transform,mean,se,group
T1,log1p,0.1887,0.03816005765194807,a
T2,log1p,0.1921,0.03822069683648727,a
T3,log1p,0.185825,0.034306471085399234,a
T4,log1p,0.185525,0.03449268944283701,a
T5,log1p,0.175675,0.023425640332763592,a
T6,log1p,0.1764,0.021631574145216527,a
T7,log1p,0.16815,0.025650129954186716,a
T8,log1p,0.17535,0.021927779185316514,a
