,T3,T4,T5,T6,T7,T8
T3,1.0,0.9900712514058513,0.8650479451955427,0.92522513935451,7.260969481959201e-05,0.7864116143326433
T4,0.9900712514058513,1.0,0.9941870840910167,0.999020237285069,0.00023975967548373056,0.9801469335683783
T5,0.8650479451955427,0.9941870840910167,1.0,0.9999789549109808,0.0007151532936301441,0.9999789549109808
T6,0.92522513935451,0.999020237285069,0.9999789549109808,1.0,0.0005062223569829438,0.9993645548234934
T7,7.260969481959201e-05,0.00023975967548373056,0.0007151532936301441,0.0005062223569829438,1.0,0.001012404005927059
T8,0.7864116143326433,0.9801469335683783,0.9999789549109808,0.9993645548234934,0.001012404005927059,1.0
