,transform,mean,se,group
T1,none,16.608375000000002,1.4079861116591315,a
T2,none,38.67525,3.1952915653348435,a
T3,none,112.904,8.63715322506978,c
T4,none,123.9135,4.730791173260558,cd
T5,none,124.80975000000001,1.8826886968287315,cde
T6,none,119.49583333333332,11.105055996907192,cdef
T7,none,171.6495,10.557930966418883,i
T8,none,117.03025,11.351947757800566,cdef
